,1,2,Organism,associated_phenotype
124,FBgn0015033,ENSG00000162365,dmelanogaster,"['viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]']"
125,FBgn0031925,ENSG00000162365,dmelanogaster,"['abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]', 'abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]', 'abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]', 'abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]', 'abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]', 'abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]', 'abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]', 'abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]', 'abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]', 'abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]', 'abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]']"
126,FBgn0033292,ENSG00000162365,dmelanogaster,
127,FBgn0036778,ENSG00000162365,dmelanogaster,"['viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]']"
128,FBgn0023541,ENSG00000162365,dmelanogaster,"['viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]']"
129,FBgn0014469,ENSG00000162365,dmelanogaster,"['fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]']"
130,FBgn0015034,ENSG00000162365,dmelanogaster,"['viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]']"
131,FBgn0035344,ENSG00000162365,dmelanogaster,"['viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]']"
132,FBgn0031694,ENSG00000162365,dmelanogaster,"['viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]']"
133,FBgn0031695,ENSG00000162365,dmelanogaster,"['viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]']"
