3694,0,0,0,0.104758941,0,0,0,0.445133865,0,0.14778164,0.29681626,0,7,protein; bind; cell; domain; receptor; activity; membrane; peptide; structure; fusion,Topic: 7,recombinant dengue virus protein ns2b alters membrane permeability in different membrane models,0e08edfdafcee24569ce5be73cec8acb26142ba8.json,-7.9765625,-21.068768,1836,Virol J,1/4/2016,"León-Juárez, Moisés; Martínez-Castillo, Macario; Shrivastava, Gaurav; García-Cordero, Julio; Villegas-Sepulveda, Nicolás; Mondragón-Castelán, Mónica; Mondragón-Flores, Ricardo; Cedillo-Barrón, Leticia",4104,1
3695,0,0.597695649,0.060875341,0,0.31317398,0,0,0,0,0,0.019996606,0,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,"genetic variability and phylogeny of current chinese porcine epidemic diarrhea virus strains based on spike, orf3, and membrane genes",1c5f2a7a584371461fa19a49e49c99ecd0ef7743.json,2.7398238,-0.516187,,ScientificWorldJournal,1/22/2014,"Sun, Ruiqin; Leng, Zhangming; Zhai, Shao-Lun; Chen, Dekun; Song, Changxu","37,064,505",2
3697,0,0.395971,0.269872546,0,0,0,0.26404959,0.06104973,0,0,0,0,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,the evolution and genetics of virus host shifts,e5ca488c67d3b9db4056f7fe900e10254d69f7ca.json,1.6066897,-10.773274,"5,914,302",PLoS Pathog,11/6/2014,"Longdon, Ben; Brockhurst, Michael A.; Russell, Colin A.; Welch, John J.; Jiggins, Francis M.","192,440,628,182,926,000,000,000,000,000,000",9
3698,0,0.257094175,0.087576434,0,0,0,0,0.340144545,0,0.08888109,0.222628012,0,7,protein; bind; cell; domain; receptor; activity; membrane; peptide; structure; fusion,Topic: 7,a structure-function diversity survey of the rna-dependent rna polymerases from the positive-strand rna viruses,d57066fb6b0be503b07e3d19f20166d06af60b18.json,-6.8768573,-18.460562,"9,542,331,269",Front Microbiol,8/22/2019,"Jia, Hengxia; Gong, Peng",1234,1
3701,0.586447835,0.012638961,0.355896205,0,0,0,0,0,0,0,0,0.041005861,0,influenza; risk; text; 95; factor; patient; high; ci; increase; group,Topic: 0,spatial and temporal characteristics of the 2009 a/h1n1 influenza pandemic in peru,51b2c04a95156d66aec99817f2dc769566cace9d.json,21.827091,16.84548,,PLoS One,6/21/2011,"Chowell, Gerardo; Viboud, Cécile; Munayco, Cesar V.; Gómez, Jorge; Simonsen, Lone; Miller, Mark A.; Tamerius, James; Fiestas, Victor; Halsey, Eric S.; Laguna-Torres, Victor A.","151,625,262,818",3
3704,0,0,0,0.034694083,0,0,0.299166292,0.080062769,0.30991298,0,0.273358822,0,8,cov; sars; mers; bat; coronavirus; human; mers_cov; respiratory; syndrome; respiratory_syndrome,Topic: 8,middle east respiratory syndrome coronavirus ns4b protein inhibits host rnase l activation,21d0dff90077800702fb5a6502246e9d512b6fe8.json,-20.673101,-9.928083,958,mBio,3/29/2016,"Thornbrough, Joshua M.; Jha, Babal K.; Yount, Boyd; Goldstein, Stephen A.; Li, Yize; Elliott, Ruth; Sims, Amy C.; Baric, Ralph S.; Silverman, Robert H.; Weiss, Susan R.","622,110,431,731,175,000,000,000,000,000,000,000,000,000,000,000",13
3705,0,0.160827741,0,0,0.11814297,0,0,0.063985899,0,0.243647963,0.409410834,0,10,rna; viral; protein; replication; cell; host; infection; genome; dengue; strand,Topic: 10,characterization of synthetic chikungunya viruses based on the consensus sequence of recent e1-226v isolates,088571fa032ef5eb915d17b62e106a698a301f2c.json,-0.010015404,-25.286715,"26,604,215",PLoS One,8/1/2013,"Scholte, Florine E. M.; Tas, Ali; Martina, Byron E. E.; Cordioli, Paolo; Narayanan, Krishna; Makino, Shinji; Snijder, Eric J.; van Hemert, Martijn J.",2756,1
3706,0,0.428639859,0,0,0.388781309,0.120586067,0,0.047681883,0,0,0,0,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,molecular characterization and phylogenetic analysis of porcine epidemic diarrhea viruses associated with outbreaks of severe diarrhea in piglets in jiangxi,7d2bd0d04e9e4418d308e40557a3c397eaada71d.json,2.5494287,0.482112,"62,721,673,695",PLoS One,3/19/2015,"Song, Deping; Huang, Dongyan; Peng, Qi; Huang, Tao; Chen, Yanjun; Zhang, Tiansheng; Nie, Xiaowei; He, Houjun; Wang, Ping; Liu, Qinglan; Tang, Yuxin","1,742,274,501,021,120,000,000,000,000,000,000,000",10
3707,0,0,0,0.546488941,0,0.115881383,0,0.059635121,0,0.094461396,0.179580554,0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,effect of black tea extract on herpes simplex virus-1 infection of cultured cells,d4771e9bbc00e3937638507817289579abc270bc.json,-20.791998,6.054569,,BMC Complement Altern Med,6/18/2013,"Cantatore, Anthony; Randall, Sade D; Traum, Daniel; Adams, Sandra D",1343,1
3709,0,0,0,0,0,0.793292761,0,0,0,0.028513312,0,0.170088872,5,sample; pcr; assay; detection; detect; rt; test; time; positive; ibv,Topic: 5,"a triplex quantitative real-time pcr assay for differential detection of human adenovirus serotypes 2, 3 and 7",d78ca1eea9e94aa3dce73f05553d3ceb91f4c886.json,5.600838,11.146303,2340,Virol J,5/2/2018,"Qiu, Fang-zhou; Shen, Xin-xin; Zhao, Meng-chuan; Zhao, Li; Duan, Su-xia; Chen, Chen; Qi, Ju-Ju; Li, Gui-xia; Wang, Le; Feng, Zhi-shan; Ma, Xue-jun",669,1
3711,0,0,0.220864937,0.548619628,0,0,0.120358393,0,0,0.102615908,0,0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,the changing phenotype of microglia from homeostasis to disease,2a7c951e191425fd9fa5ac108f07a1f02eb75872.json,-16.855564,7.3167152,,Transl Neurodegener,4/24/2012,"Luo, Xiao-Guang; Chen, Sheng-Di",201,1
3712,0.085901156,0.040484898,0,0,0,0.519118488,0,0.031831283,0.253370613,0.065737881,0,0,5,sample; pcr; assay; detection; detect; rt; test; time; positive; ibv,Topic: 5,sensitivity and specificity of a real-time reverse transcriptase polymerase chain reaction detecting feline coronavirus mutations in effusion and serum/plasma of cats to diagnose feline infectious peritonitis,05ab8bd6ff732bea31fa673b450d37b58da78c46.json,7.617083,6.54354,"248,831,213,894",BMC Vet Res,8/2/2017,"Felten, Sandra; Leutenegger, Christian M.; Balzer, Hans-Joerg; Pantchev, Nikola; Matiasek, Kaspar; Wess, Gerhard; Egberink, Herman; Hartmann, Katrin",3614,1
3713,0,0,0,0.083502121,0,0,0.226651952,0.361633927,0,0,0.323057115,0,7,protein; bind; cell; domain; receptor; activity; membrane; peptide; structure; fusion,Topic: 7,hsp70 isoforms are essential for the formation of kaposi's sarcoma-associated herpesvirus replication and transcription compartments,717168e782bf72b65add057c1cebe8d1bfdffbda.json,-18.833155,-16.549164,,PLoS Pathog,11/20/2015,"Baquero-Pérez, Belinda; Whitehouse, Adrian",1162,1
3714,0,0.598462045,0.235425651,0,0,0,0,0.020063208,0,0.115431339,0.025697771,0,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,incorporating indel information into phylogeny estimation for rapidly emerging pathogens,4e0851aa892c56090edbc47e9506313d2a1b20e0.json,11.997302,-7.1109242,,BMC Evol Biol,3/14/2007,"Redelings, Benjamin D; Suchard, Marc A",4017,1
3716,0,0,0,0,0,0,0,0.232613891,0.132831261,0,0.62823838,0,10,rna; viral; protein; replication; cell; host; infection; genome; dengue; strand,Topic: 10,sars-coronavirus replication/transcription complexes are membrane-protected and need a host factor for activity in vitro,95beff3302bdaccd3ce824cdbf374a20b1a987b8.json,-6.1743307,-25.370832,,PLoS Pathog,5/2/2008,"van Hemert, Martijn J.; van den Worm, Sjoerd H. E.; Knoops, Kèvin; Mommaas, A. Mieke; Gorbalenya, Alexander E.; Snijder, Eric J.","19,161,634,726,776,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",18
3717,0.524201393,0,0.271897644,0,0,0.13276954,0,0,0.034805279,0,0,0.031549301,0,influenza; risk; text; 95; factor; patient; high; ci; increase; group,Topic: 0,transmission of pandemic influenza a (h1n1) virus in a train in china,8605d9a84e827e232a47861c65c61605c789acf7.json,20.953289,16.340042,,J Epidemiol,7/5/2011,"Cui, Fuqiang; Luo, Huiming; Zhou, Lei; Yin, Dapeng; Zheng, Canjun; Wang, Dingming; Gong, Jian; Fang, Gang; He, Jianfeng; McFarland, Jeffrey; Yu, Hongjie","26,194,101",2
3718,0,0,0.025620172,0.21087493,0,0.246384695,0.249942958,0,0,0,0,0.260653704,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,staphylococcus aureus colonization and non-influenza respiratory viruses: interactions and synergism mechanisms,a647ca891190fdc6954ebb1d68b2758a2c7d6f64.json,-6.3214417,16.594423,2008,Virulence,8/26/2018,"Morgene, M. Fedy; Botelho-Nevers, Elisabeth; Grattard, Florence; Pillet, Sylvie; Berthelot, Philippe; Pozzetto, Bruno; Verhoeven, Paul O.",4129,1
3720,0,0.15141508,0,0,0,0,0.24041532,0,0,0.119624928,0.483803481,0,10,rna; viral; protein; replication; cell; host; infection; genome; dengue; strand,Topic: 10,identification of aedes aegypti long intergenic non-coding rnas and their association with wolbachia and dengue virus infection,c25889c8a5469237f3437394d9c595f9af0c7c4c.json,-17.691545,-12.97165,153,PLoS Negl Trop Dis,10/19/2016,"Etebari, Kayvan; Asad, Sultan; Zhang, Guangmei; Asgari, Sassan",1606,1
3722,0,0,0.049715299,0.021905558,0,0,0,0.1669074,0,0.290219575,0.462276071,0,10,rna; viral; protein; replication; cell; host; infection; genome; dengue; strand,Topic: 10,viral infection at high magnification: 3d electron microscopy methods to analyze the architecture of infected cells,86effe356ffd602c096c4252ef1775dab6f62e1f.json,-3.684835,-23.438807,"4,065,216,828,613,840,000,000,000,000",Viruses,12/3/2015,"Romero-Brey, Inés; Bartenschlager, Ralf","156,727,014,233",3
3724,0,0,0.042687878,0.60240829,0.010873214,0,0.283371985,0,0,0.057672113,0,0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,natural killer cells promote early cd8 t cell responses against cytomegalovirus,fb3c146b1766b4aa33df1637742bf93159967289.json,-26.5692,3.5669742,,PLoS Pathog,8/24/2007,"Robbins, Scott H; Bessou, Gilles; Cornillon, Amélie; Zucchini, Nicolas; Rupp, Brigitte; Ruzsics, Zsolt; Sacher, Torsten; Tomasello, Elena; Vivier, Eric; Koszinowski, Ulrich H; Dalod, Marc","7,301,246",2
3725,0.018293373,0,0.104873642,0,0,0.076882221,0,0,0,0,0,0.795059443,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,"prevalence of respiratory virus in symptomatic children in private physician office settings in five communities of the state of veracruz, mexico",933e9eb0d544bb5afe34f6d6049b4c8bc5e96d19.json,-3.5462584,27.398083,,BMC Res Notes,6/25/2015,"Wong-Chew, Rosa M; Espinoza, Marco A; Taboada, Blanca; Aponte, Fernando E; Arias-Ortiz, María A; Monge-Martínez, Jesús; Rodríguez-Vázquez, Rubén; Díaz-Hernández, Fidel; Zárate-Vidal, Fernando; Santos-Preciado, José I; López, Susana; Arias, Carlos F","5,501,907",2
3726,0.131608754,0.217292041,0.016170364,0,0.047218051,0.212717071,0,0,0,0,0,0.371196538,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,a novel bocavirus associated with acute gastroenteritis in australian children,710bf21a0b14c7512f2680ba1413c518432d7278.json,0.034464,17.986835,,PLoS Pathog,4/17/2009,"Arthur, Jane L.; Higgins, Geoffrey D.; Davidson, Geoffrey P.; Givney, Rodney C.; Ratcliff, Rodney M.","262,445,681,813,988,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",18
3727,0,0.437600583,0,0,0,0.030317619,0,0,0.196184486,0.072791412,0.133006051,0.120661005,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,unusual influenza a viruses in bats,1469710f9b5dce0601307791210b86a225dd1be1.json,12.174544,-1.9074535,2945,Viruses,9/17/2014,"Mehle, Andrew",1119,1
3728,0,0.103513338,0,0,0.113903783,0,0.025858374,0.31952852,0.206093907,0.181290701,0.046294317,0,7,protein; bind; cell; domain; receptor; activity; membrane; peptide; structure; fusion,Topic: 7,design of wide-spectrum inhibitors targeting coronavirus main proteases,bd92cbae7179f07d59d1ce4d7ca96e37ebb40ec9.json,-4.92418,-11.087191,,PLoS Biol,9/6/2005,"Yang, Haitao; Xie, Weiqing; Xue, Xiaoyu; Yang, Kailin; Ma, Jing; Liang, Wenxue; Zhao, Qi; Zhou, Zhe; Pei, Duanqing; Ziebuhr, John; Hilgenfeld, Rolf; Yuen, Kwok Yung; Wong, Luet; Gao, Guangxia; Chen, Saijuan; Chen, Zhu; Ma, Dawei; Bartlam, Mark; Rao, Zihe","2,164,251,128,423,440,000,000,000,000",7
3730,0.125386983,0,0,0,0.431151181,0.438175231,0,0,0,0,0,0,5,sample; pcr; assay; detection; detect; rt; test; time; positive; ibv,Topic: 5,porcine epidemic diarrhea virus (pedv) detection and antibody response in commercial growing pigs,3660a0a14f82558378797b8a86fb7d0854bd1ab4.json,-0.10819501,7.7268786,3264,BMC Vet Res,6/10/2016,"Bjustrom-Kraft, Jordan; Woodard, Katie; Giménez-Lirola, Luis; Rotolo, Marisa; Wang, Chong; Sun, Yaxuan; Lasley, Peter; Zhang, Jianqiang; Baum, David; Gauger, Phillip; Main, Rodger; Zimmerman, Jeffrey","10,617,111,832,220,400,000,000",6
3735,0,0.368109047,0,0,0.099460438,0.271627724,0,0,0.235244364,0,0,0,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,complete genome characterization of korean porcine deltacoronavirus strain kor/knu14-04/2014,4b6c86374fd6b66e8d0729a9d32d7cf6a11be71e.json,8.608042,-0.98820704,"649,627",Genome Announc,11/26/2014,"Lee, Sunhee; Lee, Changhee","63,910,302,237,388,500,000,000",6
3737,0,0,0,0.183724403,0,0,0.160403833,0.516685486,0.081759565,0,0.051604249,0,7,protein; bind; cell; domain; receptor; activity; membrane; peptide; structure; fusion,Topic: 7,"host cell factors in filovirus entry: novel players, new insights",11588188717735eb36e684003283dbe2d9832286.json,-18.42023,-18.707647,4055,Viruses,11/26/2012,"Hofmann-Winkler, Heike; Kaup, Franziska; Pöhlmann, Stefan","18,223,246",2
3738,0,0,0.02050763,0.131757736,0.339428544,0.423684627,0,0,0,0,0,0.079103641,5,sample; pcr; assay; detection; detect; rt; test; time; positive; ibv,Topic: 5,pathogenicity of a tw-like strain of infectious bronchitis virus and evaluation of the protection induced against it by a qx-like strain,e99a0adb1aa26558acfc74fa0c7197a8a591b6ef.json,0.34061095,7.6750283,"242,811,733,146",Front Microbiol,10/18/2016,"Yan, Shi-hong; Chen, Yang; Zhao, Jing; Xu, Gang; Zhao, Ye; Zhang, Guo-zhong",3548,1
3742,0,0.137852415,0.571551025,0,0,0,0.056576412,0,0.229679704,0,0,0,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,ecology of zoonotic infectious diseases in bats: current knowledge and future directions,3fee471a12aa3fbfc3abab41a0f2604906c8acf0.json,21.089884,-1.7711307,"358,416,618,512,069",Zoonoses Public Health,2/27/2013,"Hayman, D T S; Bowen, R A; Cryan, P M; McCracken, G F; O’Shea, T J; Peel, A J; Gilbert, A; Webb, C T; Wood, J L N","301,036,854,098,412,000,000,000",6
3744,0,0,0,0.520157158,0,0,0.41615212,0.056990616,0,0,0,0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,unc93b1 mediates innate inflammation and antiviral defense in the liver during acute murine cytomegalovirus infection,acb470a7f8d734e4f257454a90cbb1d933d8bebf.json,-27.305943,1.4686761,,PLoS One,6/18/2012,"Crane, Meredith J.; Gaddi, Pamela J.; Salazar-Mather, Thais P.","15,613,379",2
3745,0,0.044188708,0,0.082080424,0.592691302,0,0,0.252184778,0,0.024954295,0,0,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,cross-reactive human igm-derived monoclonal antibodies that bind to hiv-1 envelope glycoproteins,b470eec84fd5bb0a9a7079506df05c3cdf398832.json,-5.577864,1.5094596,3746,Viruses,2/4/2010,"Chen, Weizao; Zhu, Zhongyu; Liao, Huaxin; Quinnan, Gerald V.; Broder, Christopher C.; Haynes, Barton F.; Dimitrov, Dimiter S.","149,926,732,684",3
3746,0.01278647,0.040048692,0,0.046220683,0.464626461,0,0,0.374336988,0,0.059167996,0,0,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,maturation pathways of cross-reactive hiv-1 neutralizing antibodies,789d8f8e801484da5740462f088a39aaf4e2a411.json,-5.945091,0.29557014,,Viruses,11/6/2009,"Xiao, Xiaodong; Chen, Weizao; Feng, Yang; Dimitrov, Dimiter S.","14,843,745",2
3750,0,0.276136607,0,0.19337666,0,0,0,0.332813054,0,0.051076382,0.137815014,0,7,protein; bind; cell; domain; receptor; activity; membrane; peptide; structure; fusion,Topic: 7,the role of wobble uridine modifications in +1 translational frameshifting in eukaryotes,053aa0c7280e2bb41a033cb0ae7c0d6bd07afc40.json,-2.3788753,-12.391971,,Nucleic Acids Res,10/30/2015,"Tükenmez, Hasan; Xu, Hao; Esberg, Anders; Byström, Anders S.",113,1
3753,0,0.048432015,0,0.186112985,0,0,0.092244305,0.286209524,0,0.236670613,0.147378311,0,7,protein; bind; cell; domain; receptor; activity; membrane; peptide; structure; fusion,Topic: 7,potent host-directed small-molecule inhibitors of myxovirus rna-dependent rna-polymerases,61d48e2dee3bd05595403b3e5115d88d4e1dad5d.json,-4.3034315,-18.257557,1494,PLoS One,5/16/2011,"Krumm, Stefanie A.; Ndungu, J. Maina; Yoon, Jeong-Joong; Dochow, Melanie; Sun, Aiming; Natchus, Michael; Snyder, James P.; Plemper, Richard K.",2475,1
3754,0,0,0.962314129,0,0,0,0,0,0,0,0,0,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,toward a common secure future: four global commissions in the wake of ebola,859410b0052a50da3868ab631c6e1a58ff3d4c49.json,30.747406,-11.106493,,PLoS Med,5/19/2016,"Gostin, Lawrence O.; Tomori, Oyewale; Wibulpolprasert, Suwit; Jha, Ashish K.; Frenk, Julio; Moon, Suerie; Phumaphi, Joy; Piot, Peter; Stocking, Barbara; Dzau, Victor J.; Leung, Gabriel M.",3609,1
3759,0,0,0,0.453364015,0,0,0,0.512266397,0,0.027109085,0,0,7,protein; bind; cell; domain; receptor; activity; membrane; peptide; structure; fusion,Topic: 7,angiotensin converting enzyme (ace) and ace2 bind integrins and ace2 regulates integrin signalling,267084b4bdfd4a3d8fbdb8d7e4c935715f3e7171.json,-13.536812,-15.71874,1538,PLoS One,4/16/2012,"Clarke, Nicola E.; Fisher, Martin J.; Porter, Karen E.; Lambert, Daniel W.; Turner, Anthony J.",4535,1
3760,0.082882263,0.190325096,0.062289614,0.135882571,0,0.085056655,0,0.436893463,0,0,0,0,7,protein; bind; cell; domain; receptor; activity; membrane; peptide; structure; fusion,Topic: 7,adaptation of novel h7n9 influenza a virus to human receptors,039ca136c69c998e9a2677259d9de2941a13304a.json,-8.358475,-16.339348,2790,Sci Rep,10/28/2013,"Dortmans, J. C. F. M.; Dekkers, J.; Wickramasinghe, I. N. Ambepitiya; Verheije, M. H.; Rottier, P. J. M.; van Kuppeveld, F. J. M.; de Vries, E.; de Haan, C. A. M.","56,013,602,036",3
3761,0,0,0,0.04448171,0,0,0,0,0,0.183802813,0.761722445,0,10,rna; viral; protein; replication; cell; host; infection; genome; dengue; strand,Topic: 10,translation elongation factor 1a facilitates the assembly of the tombusvirus replicase and stimulates minus-strand synthesis,80ae2988547a9163342117a914b53b6a63487901.json,-4.4800277,-28.63942,,PLoS Pathog,11/4/2010,"Li, Zhenghe; Pogany, Judit; Tupman, Steven; Esposito, Anthony M.; Kinzy, Terri Goss; Nagy, Peter D.","1,155,234,623,564,620",4
3762,0,0.06790708,0,0.539886057,0,0.225532338,0.069019884,0,0,0.092196912,0,0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,development and characterization of a new cell line derived from european eel anguilla anguilla kidney,24db4d088787fb5c43f2f60604e1f1463d4b4082.json,-19.444805,8.333638,,Biol Open,11/14/2018,"Chen, Bin; Zheng, Zaiyu; Yang, Jinxian; Chi, Hongshu; Huang, He; Gong, Hui",1501,1
3764,0.592104614,0,0.213745713,0,0,0,0,0,0.184583828,0,0,0,0,influenza; risk; text; 95; factor; patient; high; ci; increase; group,Topic: 0,how change of public transportation usage reveals fear of the sars virus in a city,108ebac20ee26fd05a2ba7ad43523957c34d871e.json,19.24709,17.35538,,PLoS One,3/19/2014,"Wang, Kuo-Ying",2053,1
3765,0,0,0.095817037,0.548924148,0,0,0.345037282,0,0,0,0,0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,interleukin 35: a key mediator of suppression and the propagation of infectious tolerance,13d3cd2797da7eb9cc334821680a7b30badafa11.json,-27.409197,2.121686,,Front Immunol,10/18/2013,"Olson, Brian M.; Sullivan, Jeremy A.; Burlingham, William J.","8,822,074",2
3766,0,0.122459278,0,0,0.258240193,0,0,0.473413527,0.118045509,0,0.020433603,0,7,protein; bind; cell; domain; receptor; activity; membrane; peptide; structure; fusion,Topic: 7,identification and comparison of receptor binding characteristics of the spike protein of two porcine epidemic diarrhea virus strains,021144f6c1945b9bff9ea9e4b04b24dcf53330b4.json,-7.9785137,-13.421238,"4,175,438,312,302,160,000",Viruses,2/23/2016,"Deng, Feng; Ye, Gang; Liu, Qianqian; Navid, Muhammad Tariq; Zhong, Xiaoli; Li, Youwen; Wan, Chunyun; Xiao, Shaobo; He, Qigai; Fu, Zhen F.; Peng, Guiqing","1,053,013,954,502,650,000,000,000,000",8
